 0.560504 , -174.076,-334.298,-62.6517
 0.580274 , -64.5723,-143.478,-17.0269
 0.59988 , -55.898,-140.566,-16.7978
 0.620564 , -41.4965,-121.197,-12.5117
 0.640322 , -44.5872,-149.886,-19.6317
 0.660058 , -34.8824,-139.955,-17.144
 0.680856 , -23.9408,-120.718,-13.1598
 0.700592 , -23.6345,-150.424,-20.8189
 0.720398 , -16.3062,-134.748,-18.8717
 0.740078 , -8.43702,-137.589,-17.1227
 0.760904 , -1.85293,-114.117,-12.453
 0.780662 , 3.37603,-141.706,-20.5938
 0.800387 , 10.8166,-129.178,-15.1614
 0.820213 , 14.1697,-121.768,-15.7385
 0.839821 , 20.9847,-123.98,-15.9318
 0.860766 , 22.3685,-97.463,-8.98503
 0.880453 , 34.0879,-124.374,-17.6203
 0.900367 , 35.13,-104.08,-11.3186
 0.920185 , 40.9993,-103.161,-11.2641
 0.939858 , 45.6498,-98.4724,-10.0243
 0.960649 , 43.0102,-78.7803,-4.14176
 0.980421 , 57.057,-92.5673,-8.95071
 1.00019 , 56.6116,-79.4786,-4.06399
 1.02089 , 52.9053,-63.5208,1.2019
 1.04069 , 66.8679,-71.2956,-1.14161
 1.06043 , 65.2918,-59.3648,4.36389
 1.08019 , 66.8659,-52.3047,7.65151
 1.09988 , 69.1657,-45.3794,11.9288
 1.12063 , 61.004,-32.9483,16.859
 1.14044 , 75.9975,-33.5469,20.6005
 1.16024 , 71.2852,-24.3771,26.8277
 1.17989 , 73.0118,-18.0043,33.6487
 1.20071 , 62.0456,-10.2749,37.1628
 1.22046 , 78.2128,-6.92593,49.1704
 1.24024 , 72.2705,-2.33487,54.222
 1.25992 , 73.8859,1.64609,63.1887
 1.28064 , 65.0162,2.91891,60.9297
 1.30039 , 81.6145,6.64781,82.9271
 1.32007 , 79.082,6.11903,84.3976
 1.34075 , 72.0749,4.20241,76.7184
 1.36054 , 91.0889,6.03842,97.5741
 1.38022 , 90.9816,4.26715,94.434
 1.39984 , 96.0915,2.34819,95.0837
 1.42056 , 88.4806,-0.899749,79.2415
 1.44037 , 112.445,0.694554,99.1848
 1.46013 , 111.461,-1.37277,88.5292
 1.48084 , 103.587,-3.37389,71.6469
 1.50061 , 129.192,-1.81055,88.1148
 1.52027 , 126.885,-2.72126,76.0169
 1.54031 , 123.673,-2.95771,65.0873
 1.56011 , 134.265,-1.82033,66.0374
 1.58083 , 120.717,-2.44445,48.6565
 1.60055 , 148.041,0.405576,60.1996
 1.6203 , 139.199,0.477624,47.1892
 1.6401 , 139.906,1.69907,41.6676
 1.66091 , 125.067,1.73248,29.2999
 1.68072 , 152.5,5.60262,35.8398
 1.70048 , 143.774,5.93487,25.8485
 1.72033 , 140.614,7.52069,20.6392
 1.74013 , 142.273,9.17577,15.7409
 1.76094 , 123.752,8.99902,7.99836
 1.78064 , 152.377,14.5243,7.28998
 1.80034 , 137.976,14.7097,0.972659
 1.8201 , 135.339,16.3864,-4.2333
 1.84088 , 116.559,15.5715,-8.38924
 1.86064 , 140.475,22.7148,-14.9831
 1.8802 , 129.582,23.1705,-19.0047
 1.90077 , 107.983,21.2444,-20.9623
 1.9203 , 128.791,29.8817,-31.5665
 1.94087 , 98.4416,24.6958,-29.0753
 1.96041 , 115.682,34.1928,-42.4711
 1.98009 , 98.1515,32.3983,-42.5212
 1.99989 , 89.6276,33.7305,-46.6763
 2.02063 , 72.3432,31.1525,-44.9576
 2.0404 , 78.5752,40.5647,-61.9897
 2.06011 , 62.625,38.0572,-60.6036
 2.08084 , 43.3658,32.4152,-54.2012
 2.10066 , 41.7446,40.7692,-72.9718
 2.12037 , 25.9306,36.4678,-70.0685
 2.14013 , 12.1662,33.58,-70.3238
 2.16087 , -2.59528,25.0426,-60.5914
 2.1806 , -15.1217,28.5097,-80.2754
 2.2005 , -27.9417,18.873,-69.1911
 2.22022 , -40.9033,12.827,-71.4736
 2.23986 , -52.3868,4.52248,-68.8852
 2.26065 , -54.9086,-6.29972,-53.4593
 2.28042 , -75.2655,-14.1913,-70.4188
 2.30024 , -77.5276,-26.2295,-60.3717
 2.31989 , -83.3702,-34.3661,-57.6489
 2.34066 , -74.4277,-40.5803,-42.7794
 2.36048 , -93.5928,-59.2863,-57.4093
 2.38019 , -88.474,-65.9176,-49.2601
 2.39994 , -86.2641,-74.12,-45.4233
 2.42076 , -73.2444,-73.1393,-37.9508
 2.44057 , -86.5953,-96.4455,-43.2781
 2.4604 , -76.2094,-96.6396,-41.4381
 2.48015 , -72.4469,-103.88,-38.3211
 2.50086 , -57.9283,-95.5766,-30.4621
 2.52056 , -65.6288,-121.379,-41.0117
 2.5402 , -55.6697,-116.46,-38.0997
 2.56092 , -40.016,-104.42,-21.825
 2.58064 , -45.9552,-129.042,-41.9071
 2.60035 , -33.1402,-123.76,-26.2818
 2.62005 , -28.2804,-122.384,-31.5445
 2.64095 , -17.1306,-104.718,-21.0728
 2.66074 , -15.7344,-133.048,-32.4513
 2.68041 , -7.56084,-122.624,-26.5238
 2.70009 , -1.08125,-119.797,-25.1068
 2.72085 , 5.35372,-101.847,-17.3462
 2.74077 , 12.0164,-121.497,-25.625
 2.76048 , 17.9351,-114.292,-21.5285
 2.78022 , 23.3458,-108.558,-19.2812
 2.79981 , 29.4175,-107.101,-18.518
 2.82053 , 30.2389,-86.9282,-11.4385
 2.8403 , 41.9722,-104.287,-18.1288
 2.86005 , 43.994,-91.8723,-13.307
 2.88091 , 42.4982,-74.3441,-7.39174
 2.90066 , 57.2335,-89.414,-13.3257
 2.92032 , 57.2432,-77.0966,-8.43967
 2.94004 , 59.9351,-70.3477,-6.21271
 2.96077 , 55.6768,-55.7863,-1.67003
 2.98061 , 70.2702,-62.8804,-4.60772
 3.0004 , 68.7529,-52.4416,-0.630613
 3.02024 , 69.9884,-45.4398,1.81069
 3.03985 , 74.0062,-40.5428,3.58919
 3.06051 , 64.3918,-28.3979,7.81303
 3.08022 , 80.0632,-28.624,8.00648
 3.1009 , 65.7459,-16.7264,12.6408
 3.12064 , 80.169,-14.0743,14.8189
 3.14044 , 73.4981,-6.19188,18.7931
 3.16026 , 72.7865,-0.0207832,22.7246
 3.17994 , 73.0086,6.13741,26.8114
 3.20073 , 60.3476,10.8233,29.7136
 3.22051 , 73.8119,18.4574,37.8991
 3.24023 , 66.1867,22.5552,42.5464
 3.26088 , 56.1433,23.266,44.1418
 3.28063 , 65.9336,32.149,57.5527
 3.30047 , 58.5212,31.8054,60.4325
 3.32028 , 57.5166,34.044,67.5833
 3.33996 , 57.4114,34.7633,74.7679
 3.36098 , 47.3155,27.5401,67.7122
 3.38077 , 62.0578,36.7198,93.8396
 3.40057 , 58.0344,30.6608,89.6284
 3.42029 , 60.9373,28.7683,93.956
 3.44011 , 63.2397,25.0259,94.4474
 3.46083 , 60.6024,18.4584,83.4169
 3.48059 , 76.8353,22.7227,105.991
 3.50039 , 76.7705,16.5814,94.2806
 3.52014 , 82.1109,14.876,93.2626
 3.54085 , 77.3276,9.6061,75.4805
 3.56054 , 97.9028,13.4089,96.5843
 3.58036 , 94.5417,9.28164,79.5809
 3.6001 , 99.901,9.10737,77.4669
 3.62079 , 92.3942,5.96417,59.7049
 3.64018 , 118.125,10.4999,79.9072
 3.66057 , 97.9832,5.82103,50.7672
 3.67992 , 122.157,9.86303,65.612
 3.70039 , 99.9254,6.10421,40.6168
 3.72085 , 110.634,8.32039,43.2983
 3.74039 , 124.666,10.6985,45.8631
 3.75999 , 115.88,9.79489,34.2873
 3.78071 , 101.267,8.24465,22.2458
 3.80045 , 124.138,12.8231,27.7135
 3.82025 , 113.914,11.8714,17.9425
 3.83988 , 114.408,13.9633,14.4739
 3.86083 , 96.4075,10.2348,3.66913
 3.88059 , 120.089,16.645,3.69636
 3.90034 , 109.82,15.0618,-4.31243
 3.91998 , 105.567,16.5669,-8.43158
 3.94078 , 88.0655,13.8726,-13.3308
 3.96052 , 106.577,19.898,-21.4593
 3.98013 , 95.4266,18.59,-26.0183
 4.00059 , 80.2457,16.2132,-28.19
 4.02 , 92.8436,21.8099,-41.0178
 4.04046 , 68.7645,16.1204,-36.9476
 4.05988 , 79.0043,21.5523,-53.4996
 4.08067 , 54.1957,14.4544,-43.7224
 4.10049 , 61.5046,19.7185,-63.8842
 4.12026 , 49.2187,16.4198,-63.4101
 4.13987 , 41.4817,14.8601,-69.3371
 4.16063 , 27.0131,9.40966,-59.8533
