 1.06089 , 33.3322,44.8086,57.9681
 1.08027 , 33.2247,45.0812,57.7812
 1.10064 , 33.0755,45.3405,57.2836
 1.11994 , 32.9953,45.5002,57.1907
 1.14045 , 32.8606,45.7365,56.6462
 1.16082 , 32.6945,45.9749,56.3448
 1.1802 , 32.579,46.1089,55.8011
 1.20065 , 32.4677,46.2609,55.4873
 1.22001 , 32.3416,46.4401,55.0383
 1.24049 , 32.1756,46.5429,54.6087
 1.26082 , 32.1156,46.7177,54.1006
 1.28018 , 31.9065,46.7086,53.6308
 1.30058 , 31.8127,46.8142,53.1543
 1.31989 , 31.708,46.879,52.7753
 1.34028 , 31.5554,46.8898,52.1724
 1.36062 , 31.4386,46.8986,51.7136
 1.37994 , 31.2924,46.9527,51.183
 1.40032 , 31.1841,46.8026,50.8368
 1.4207 , 31.0377,46.7986,50.2282
 1.44011 , 30.9451,46.7446,49.8141
 1.46063 , 30.7897,46.6488,49.2963
 1.47988 , 30.6645,46.5028,48.9077
 1.50022 , 30.5449,46.3985,48.441
 1.52056 , 30.4045,46.2581,47.9843
 1.53989 , 30.2998,46.0504,47.5225
 1.5603 , 30.1342,45.8916,47.2062
 1.58061 , 30.0158,45.6713,46.8129
 1.59987 , 29.9356,45.4965,46.4338
 1.62026 , 29.753,45.2291,46.0498
 1.64059 , 29.6395,44.9843,45.7591
 1.66091 , 29.5151,44.7522,45.5092
 1.68036 , 29.3885,44.4378,45.192
 1.7007 , 29.2562,44.1773,44.955
 1.7201 , 29.1298,43.9284,44.7203
 1.74045 , 28.9784,43.5491,44.5438
 1.76088 , 28.8825,43.2887,44.4078
 1.78024 , 28.7673,42.9736,44.2806
 1.80056 , 28.6081,42.6423,44.0884
 1.82094 , 28.4811,42.3432,44.1256
 1.84037 , 28.3546,42.0206,44.0462
 1.86079 , 28.2284,41.6469,44.0497
 1.88019 , 28.1298,41.3691,43.997
 1.90054 , 27.9675,41.0326,44.128
 1.91992 , 27.846,40.7032,44.1545
 1.94033 , 27.7012,40.3874,44.3053
 1.96074 , 27.626,40.1116,44.417
 1.9802 , 27.4617,39.804,44.668
 2.00057 , 27.346,39.4919,44.7682
 2.02093 , 27.1772,39.1443,45.0429
 2.04031 , 27.0823,38.9102,45.2211
 2.06071 , 26.9626,38.6609,45.6183
 2.08002 , 26.8321,38.4355,45.8215
 2.10039 , 26.7014,38.1472,46.2176
 2.12076 , 26.5805,37.9079,46.473
 2.14029 , 26.4018,37.6962,46.9713
 2.16064 , 26.3253,37.5471,47.2715
 2.1801 , 26.1967,37.3469,47.698
 2.20049 , 26.0656,37.1431,48.0632
 2.22091 , 25.9198,37.034,48.6294
 2.24034 , 25.8032,36.8958,48.9574
 2.26079 , 25.6509,36.8005,49.4832
 2.28015 , 25.5651,36.7304,49.9331
 2.30043 , 25.4081,36.6136,50.4017
 2.32087 , 25.3031,36.585,50.9022
 2.34024 , 25.1715,36.6055,51.3954
 2.36065 , 24.9862,36.514,51.8038
 2.38006 , 24.926,36.5721,52.3502
 2.40047 , 24.8071,36.6522,52.8749
 2.42087 , 24.6404,36.6279,53.3086
 2.44018 , 24.517,36.7536,53.7966
 2.4605 , 24.3933,36.8388,54.2229
 2.48087 , 24.2296,36.8953,54.7219
 2.50024 , 24.1816,37.0903,55.1518
 2.52062 , 24.0106,37.2175,55.6147
 2.53987 , 23.8681,37.3818,55.9399
 2.56024 , 23.7596,37.6037,56.4783
 2.58066 , 23.6286,37.7854,56.7505
 2.60001 , 23.4935,37.9781,57.1961
 2.62054 , 23.3849,38.2142,57.4304
 2.64088 , 23.2175,38.4713,57.8497
 2.66026 , 23.1304,38.726,58.0712
 2.68067 , 22.9724,39.0311,58.4288
 2.7 , 22.873,39.2533,58.5587
 2.72045 , 22.7074,39.5556,58.8842
 2.74082 , 22.6326,39.8993,58.9812
 2.76018 , 22.4449,40.1638,59.2336
 2.78057 , 22.3522,40.4989,59.2856
 2.80089 , 22.2241,40.8476,59.5013
 2.82017 , 22.0963,41.1252,59.4414
 2.84053 , 21.9506,41.429,59.5505
 2.86085 , 21.8427,41.7967,59.5019
 2.88029 , 21.6814,42.1168,59.6116
 2.90067 , 21.5849,42.4043,59.394
 2.92011 , 21.457,42.7601,59.4382
 2.9405 , 21.3251,43.0573,59.2633
 2.96088 , 21.1916,43.415,59.1898
 2.98021 , 21.0686,43.6775,58.9595
 3.0006 , 20.9251,43.9757,58.7831
 3.01987 , 20.8215,44.2456,58.519
 3.04024 , 20.6793,44.5402,58.3133
 3.06053 , 20.5489,44.8037,58.04
 3.08087 , 20.439,45.1143,57.7258
 3.10019 , 20.2793,45.2925,57.3805
 3.1205 , 20.1772,45.5156,57.0134
 3.14086 , 20.0441,45.7952,56.7377
 3.1602 , 19.9033,45.9003,56.2606
 3.1806 , 19.789,46.1253,55.8571
 3.19988 , 19.6691,46.3031,55.4713
 3.22023 , 19.505,46.4398,55.0817
 3.24063 , 19.4271,46.5743,54.5498
 3.25998 , 19.281,46.6754,54.1545
 3.28042 , 19.1316,46.7191,53.5823
 3.30078 , 19.0159,46.8577,53.2362
 3.32016 , 18.886,46.838,52.6293
 3.34053 , 18.7477,46.8873,52.2252
 3.36098 , 18.663,46.9335,51.6756
 3.38034 , 18.4852,46.8791,51.2542
 3.40072 , 18.3809,46.8748,50.7295
 3.4201 , 18.2568,46.8267,50.3128
 3.44046 , 18.1044,46.6868,49.7334
 3.46084 , 18.0043,46.6731,49.3567
 3.48017 , 17.8823,46.5159,48.8309
 3.50057 , 17.7034,46.397,48.4578
